review_id,review,rating_score,date
4848,"Very good service by Jordan the food was outstanding. I had the shrimp platter that had at least 20 fried shrimp, fries and cold slaw.",5,2019-11-05
4849,This spot was okay. Reminded me of a Joe's Crab Shack or a bubba gump shrimp. The desserts were good though!,3,2020-01-09
4850,"We found Oceana on our last trip down to New Orleans because it was a few doors down from our hotel.  What a great find!   Gumbo and crab cakes are incredible.  On this trip, it was our first meal and by far the best.  Again, we had the gumbo and crab cakes.   We even tried breakfast on our last day in New Orleans, the omelets are great too.",4,2012-06-25
4851,"Waiter was nice.  Food not so good.   If your stumbling in off of Bourbon St.half drunk you'll probably find the food ok.

Desserts suck.",2,2016-03-29
4852,"Food was okay got the  pasta with the shrimp and crawfish. It wasn't bad but for $25 it was wayyyyy to overpriced for just okay pasta. Service was slow waited 45 min for our food and when I go my pasta  I pointed out to the waiter there was not any bell peppers or onions in my pasta as stated on the menu. Then he proceeded to point  at some green specs on my plate and says they cut it up finely and I looked at him and said that's parsley. 15 min later I finally got my veggies. Overall nice decor but food was way to over
Priced $15 for two crab cakes???? It was a little disappointing because we had been eating a whole in the wall restaurants our whole vacation and had the most amazing food, and on our last night we wanted to dress up and go somewhere nice. Oh well",2,2014-09-05
4853,"Have been to Oceana Grill twice and have had a pleasant experience on both occasions. We were seated in less than 15 minutes and the staff was all around friendly and caring. Food is good and so are the prices. I had the seafood fried platter and it was very good. Portions were large (enough for two people), flavors were great and food came out promptly. We also had the blackened duck and fettuccine Alfredo and both were a hit with my family members, especially the duck. I love the kindness of the waiters and hosts, they make you feel right at home and are very knowledgeable of the menu and actually encourage to try New Orlean's traditional flavors. I did not give it 5 stars because I have really high standards instead of flavors. But Oceana's is always a good place to eat at and it is right in the French Quarter so no need to go far from where the fun is at.",4,2020-01-20
4854,"My impression of this restaurant has always been that it was a tourist spot, but not a tourist trap. I heard the food was not bad. So I went to check it out. The atmosphere is like any family restaurant in America. Nothing special. The tables are bunched together. And of course, there's the big flat screen TV everywhere.  I guess the brick walls kind of remind you you're in the French Quarter. The food was either fried or in heavy cream. Nothing really healthy on the menu. The portions were small, the prices were high. The pastas came with no sides, just a couple of small pieces of french bread. On the positive, the food was good. So if you eat here, you will like the food. If you have a healthy appetite, you'll need to order an appetizer and maybe a desert to be full. My main issue with this place is the small portions.",2,2013-02-18
4855,"Wow wow wow! The Cajun fries were heaven! All cheese fries should taste like this! My wife loved the chargrilled oysters and our main course was  the seafood platter! All so so good! Great atmosphere, good music, fantastic staff and not a  bad wait time! Definitely would recommend and for sure will be back!",5,2020-02-14
4856,This is my first time eating here and I loved it. The atmosphere was good and the staff was knowledgeable of the food and courteous. I ate the crawfish étouffée and it was one of the best I've ever had. I would recommend this place for anyone looking for a relaxed atmosphere.,4,2018-05-17
4857,"My first taste of Louisiana cuisine, and I wasn't disappointed! The shrimp Po-boy was delicious! The service is great, and the atmosphere with open windows makes it even better. Had the barbecue shrimp as an appetizer and the barbecue sauce had just the right amount of flavor. Definitely give this place a try!",4,2015-03-17
4858,"1st stop in New Orleans was to Oceana Grill! Ron was our waiter and was great! He recommended two great dishes and around of great drinks!! Red Fish Dish & Sea Food Pasta!!! 

Great Meal & Great Waiter !!! Would for sure come again.",5,2019-10-16
4859,"We stayed at the Royal Sonesta across the street and always saw a line to get in. Since my husband and I had some time to spare before our flight we figured why not. We did have to wait in a short line nothing compared to what we had seen before. Once we got inside the place is huge almost three stories. The staff was so friendly and helpful and the food was great however if you are looking for more of a mom and pop restaurant this is not it. The taste of New Orleans was delish the Crawfish Jambalaya was to die for and the red beans and rice was so flavorful. The french fries so crispy! I love french fires! I stuffed myself with my husbands fries from his shrimp poboy. The poboy could have been smaller there was a lot of food, enough for 2 or 3 people to share. We were so stuffed that we didn't order dessert. When we left the line was 3 times as long. If you are looking for good food on Bourbon street to get away from the craziness this was a good stop! Thanks for the meal! - #thehermosavida aka The Beautiful Life",4,2019-03-12
4860,"The food was surprisingly delicious. We came for lunch. The place, like most places in the French quarter looks run down. We only saw the bar from the outside so that wasn't appealing for our family, initially. But we were tired and hot... I'm so glad to have given this place a chance! Food is tops, service was great!",5,2019-09-11
4861,"Got food delivered to Hilton Riverside.

Blackened Catfish Platter with fried craw fish tails was pretty good but the fish was a little bit too wet. I imagine it would be better served in a restaurant.

The salad with blackened shrimp was absolutely amazing. Will get it again if I come back to NOLA.

Delivery was supposed to be 45 minutes to an hour. Showed up in 20. They wouldn't deliver oysters.

Will order again next time I need a late nite snack. The food is way better than Hilton Riverside's room service.",4,2015-03-30
